"","x"
"cg09884040",30264
"cg24660670",30269
"cg21852513",30270
"cg19765820",30296
"cg10376286",30336
"cg02622559",30448
"cg24170344",30449
"cg00389614",30453
"cg21039631",30477
"cg07560662",30478
"cg12666334",30500
"cg26111265",30501
"cg01512715",30564
"cg09478857",30657
"cg13898106",30658
"cg15685385",30729
"cg03037393",30759
"cg07017093",30802
"cg12435551",30827
"cg18944010",30863
"cg09789768",30864
"cg16990168",30865
"cg19730691",30867
"cg05329979",30869
"cg24144440",30870
"cg27517681",30871
"cg09260773",30872
"cg00173504",30873
"cg25755283",30874
"cg24842086",30875
"cg07892597",30876
"cg25507958",30878
"cg26272623",30879
"cg21301805",30882
"cg07817024",30884
"cg14204462",30886
"cg26570165",30887
"cg26856924",30888
"cg02063759",30889
"cg10589949",30890
"cg20247486",30891
"cg17180237",30892
"cg17479943",30893
"cg09232478",30896
"cg10572355",30897
"cg17819053",30898
"cg16145113",30899
"cg22002034",30900
"cg25771271",30901
"cg03476613",30902
"cg15159324",30903
"cg17437946",30916
"cg07104818",30917
"cg23043968",30918
"cg21311789",30969
"cg19496978",30983
"cg00482226",30993
"cg04086443",31026
"cg16252872",31207
"cg01016851",31208
"cg18089019",31226
"cg11935147",31227
"cg08847140",31272
"cg05028010",31278
"cg04846710",31291
"cg20962684",31303
"cg03987003",31305
"cg17125871",31306
"cg23820933",31323
"cg19990379",31349
"cg06095777",31363
"cg16237891",31407
"cg10789933",31421
"cg04870460",31422
"cg11983977",31439
"cg13195895",31467
"cg24307292",31468
"cg11497794",31469
"cg13558491",31470
"cg20924778",31471
"cg23109303",31513
"cg24567967",31550
"cg06804778",31603
"cg13185137",31605
"cg17598466",31632
"cg23034922",31637
"cg03877251",31653
"cg22587855",31654
"cg16873736",31657
"cg19764608",31659
"cg10443187",31660
"cg03593833",31661
"cg10498702",31663
"cg19623438",31664
"cg07379028",31665
"cg03401379",31674
"cg07572052",31687
"cg06340330",31689
"cg16815229",31749
"cg24437535",31781
"cg00499787",31796
"cg02340851",31801
"cg04724058",31802
"cg17611391",31803
"cg12317021",31810
"cg08678949",31811
"cg25242918",31812
"cg05037389",31813
"cg06259248",31835
"cg09563216",31836
"cg26756479",31869
"cg03851496",31897
"cg04863713",31910
"cg02961109",31930
"cg13664888",31939
"cg21431715",31968
"cg12060250",32005
"cg27246431",32008
"cg16954505",32037
"cg06180099",32053
"cg07139440",32086
"cg00569385",32087
"cg06179645",32118
"cg01281797",32130
"cg26797661",32131
"cg01435515",32166
"cg00107782",32190
"cg01996326",32193
"cg06521368",32258
"cg06441106",32277
"cg12899421",32278
"cg27577972",32279
"cg12343563",32299
"cg13402217",32300
"cg11157584",32341
"cg09820519",32344
"cg12233379",32425
"cg16220592",32435
"cg02813207",32460
"cg20010362",32468
"cg21163489",32488
"cg05517686",32490
"cg13249591",32491
"cg16817070",32512
"cg27204294",32513
"cg04938315",32522
"cg18287591",32523
"cg02750510",32559
"cg03606772",32617
"cg23726537",32618
"cg01864564",32619
"cg05390455",32623
"cg13071333",32637
"cg13575682",32736
"cg26937038",32901
"cg05848175",32902
"cg15160801",32903
"cg10454287",32974
"cg26894575",32988
"cg22700686",33016
"cg12491548",33117
"cg24315913",33118
"cg14465670",33119
"cg17012024",33124
"cg07299819",33125
"cg04484579",33126
"cg11815057",33146
"cg01602730",33147
"cg07688613",33150
"cg06089988",33186
"cg09762021",33197
"cg18042081",33199
"cg13502252",33200
"cg06794775",33246
"cg18104766",33254
"cg26336059",33262
"cg16262756",33304
"cg26808167",33332
"cg24472585",33334
"cg20598768",33335
"cg20713492",33366
"cg06181069",33367
"cg07244253",33369
"cg16013543",33372
"cg21889405",33425
"cg11492202",33428
"cg21052164",33479
"cg03920003",33514
"cg25012577",33522
"cg12033781",33524
"cg24888102",33546
"cg06742440",33614
"cg11902458",33615
"cg22859423",33616
"cg10946435",33617
"cg00260489",33621
"cg13947272",33639
"cg24441022",33668
"cg07140482",33672
"cg24435866",33694
"cg03096763",33698
"cg16830523",33739
"cg22900705",33740
"cg18832152",33754
"cg00589492",33757
"cg00103785",33759
"cg17749735",33771
"cg00267713",33773
"cg12812167",33774
"cg08185345",33775
"cg10317026",33776
"cg10861146",33793
"cg23211832",33823
"cg25613262",33824
"cg15497761",33825
"cg22531371",33840
"cg25912717",33865
"cg11211259",33874
"cg18568145",33901
"cg01745448",33909
"cg12033273",33931
"cg09498080",33943
"cg25651783",33945
"cg23923820",33947
"cg06352803",33957
"cg15676040",33968
"cg08170787",33969
"cg08574629",33970
"cg07732755",33978
"cg15819914",34002
"cg09736490",34015
"cg13759686",34022
"cg24103979",34064
"cg25446086",34065
"cg17430967",34132
"cg23320056",34133
"cg00246451",34134
"cg27054057",34135
"cg06869171",34137
"cg03856880",34163
"cg13216331",34172
"cg21138658",34205
"cg02997316",34219
"cg23410250",34227
"cg03946955",34228
"cg09943980",34251
"cg06970220",34288
"cg11084266",34301
"cg23732789",34348
"cg16605187",34349
"cg18388972",34387
"cg06216293",34401
"cg21966075",34414
"cg24361162",34415
"cg07234865",34434
"cg20582655",34435
"cg15270145",34436
"cg17727529",34439
"cg14177914",34440
"cg15016597",34441
"cg15820574",34442
"cg15676418",34443
"cg12267069",34444
"cg14087168",34457
"cg06759845",34464
"cg12484590",34477
"cg02851133",34489
"cg23679769",34507
"cg14892118",34531
"cg17226851",34541
"cg13723492",34548
"cg18142940",34553
"cg10640435",34554
"cg14423692",34562
"cg20270188",34563
"cg21475402",34564
"cg13524973",34566
"cg00502190",34569
"cg25773262",34571
"cg06929846",34578
"cg02289013",34581
"cg12356261",34590
"cg14376170",34591
"cg16736018",34594
"cg22885525",34595
"cg24598126",34601
"cg27493997",34602
"cg24251193",34604
"cg10805956",34617
"cg06446282",34634
"cg14636495",34639
"cg06961289",34642
"cg23747104",34647
"cg14991358",34656
"cg22808351",34666
"cg16438688",34687
"cg00008446",34688
"cg02619408",34691
"cg03888033",34692
"cg01357370",34693
"cg02190807",34705
"cg10981464",34706
"cg11492125",34729
"cg20948486",34731
"cg02778613",34754
"cg06226534",34756
"cg06374307",34758
"cg25149551",34761
"cg11143399",34842
"cg21687740",34854
"cg14420844",34898
"cg11542649",34941
"cg18689942",35037
"cg24298311",35052
"cg14541233",35082
"cg20778958",35135
"cg25570291",35210
"cg03789420",35243
"cg00957516",35244
"cg19977798",35245
"cg09905199",35250
"cg06067658",35260
"cg08548748",35346
"cg11566172",35347
"cg14217495",35356
"cg22318959",35358
"cg10179949",35376
"cg25820858",35399
"cg09476130",35438
"cg16107628",35448
"cg02355457",35449
"cg21571466",35450
"cg16772722",35491
"cg08038078",35496
"cg27520170",35520
"cg08187246",35530
"cg04697119",35541
"cg21085632",35543
"cg07204658",35588
"cg20420867",35619
"cg22066877",35620
"cg03377265",35652
"cg27497900",35673
"cg24044763",35725
"cg10671066",35756
"cg16776350",35772
"cg18881723",35778
"cg01710351",35779
"cg12620577",35783
"cg07060948",35797
"cg07777628",35798
"cg13311440",35802
"cg16909402",35803
"cg25199836",35804
"cg04498907",35839
"cg26572165",35862
"cg14446827",35869
"cg02769145",35907
"cg20012024",35919
"cg24411043",35927
"cg10053203",35983
"cg02590245",35984
"cg15375522",36045
"cg12754671",36079
"cg01425967",36125
"cg08716396",36140
"cg15152945",36141
"cg00056433",36164
"cg10769937",36165
"cg00549451",36167
"cg15358701",36168
"cg27470554",36179
"cg00744506",36304
"cg09862072",36321
"cg09008080",36334
"cg15337819",36431
"cg17133668",36519
"cg06664095",36542
"cg16601186",36674
"cg24390947",36675
"cg25922205",36709
"cg14903837",36742
"cg22361413",36743
"cg07997575",36807
"cg09538156",36814
"cg22627981",36835
"cg18206481",36836
"cg09317884",36837
"cg23049291",36838
"cg00174428",36839
"cg03760040",36843
"cg05127450",36852
"cg17787084",36853
"cg09806671",36854
"cg02361878",36855
"cg07163547",36879
"cg19153567",36880
"cg08623787",36881
"cg16509443",36903
"cg15224822",36942
"cg09218516",36954
"cg21762820",37024
"cg19864490",37025
"cg26079320",37066
"cg20672205",37079
"cg10508760",37084
"cg25848076",37085
"cg08348962",37106
"cg19622662",37173
"cg14797308",37217
"cg02648847",37244
"cg06900257",37245
"cg27284693",37307
"cg27341384",37317
"cg14866108",37351
"cg04846203",37355
"cg01565130",37357
"cg24458682",37362
"cg19302854",37384
"cg25130277",37407
"cg13579901",37408
"cg13910594",37422
"cg20526365",37445
"cg04106636",37450
"cg11653410",37494
"cg27127171",37611
"cg23826681",37612
"cg16136663",37616
"cg07948875",37632
"cg09363564",37648
"cg01490904",37655
"cg00959118",37668
"cg11155483",37672
"cg04552572",37673
"cg23488418",37675
"cg26498958",37676
"cg19198470",37740
"cg03760589",37835
"cg09408098",37836
"cg22693806",37837
"cg14183781",37838
"cg04157201",37839
"cg16101739",37840
"cg24376434",37841
"cg23633856",37843
"cg22371492",37845
"cg09010107",37846
"cg11954332",37848
"cg13963738",37933
"cg15787491",37934
"cg22264766",37935
"cg21820373",38002
"cg18007429",38022
"cg13077693",38113
"cg10622825",38128
"cg11841239",38136
"cg06560880",38187
"cg14097472",38255
"cg16517394",38259
"cg21439763",38260
"cg23038529",38261
"cg10861599",38262
"cg04446579",38341
"cg23644855",38353
"cg07177756",38375
"cg02479020",38376
"cg05990607",38410
"cg04858586",38482
"cg24338780",38511
"cg00820581",38514
"cg25963917",38559
"cg21242642",38564
"cg22764845",38582
"cg07251477",38607
"cg11589567",38661
"cg09283959",38671
"cg03290550",38737
"cg25546992",38751
"cg18236464",38754
"cg25103155",38785
"cg14867732",38788
"cg25631060",38808
"cg12333300",38814
"cg21523908",38815
"cg27174972",38820
"cg25621667",38847
"cg20707323",38923
"cg09264231",38932
"cg02367655",38935
"cg19343715",38944
"cg04669907",39106
"cg15396800",39119
"cg06057398",39143
"cg20837379",39194
"cg02275294",39195
"cg15995695",39208
"cg08186924",39220
"cg01938018",39221
"cg09100654",39227
"cg13848905",39247
"cg15176127",39249
"cg12720643",39273
"cg08297034",39293
"cg27112889",39316
"cg18866356",39395
"cg12162682",39396
"cg22352152",39397
"cg13877482",39398
"cg18063017",39399
"cg06972794",39400
"cg22436336",39401
"cg06826341",39402
"cg05875710",39446
"cg20875021",39489
"cg23217419",39521
"cg03058232",39562
"cg11496811",39614
"cg07202320",39645
"cg02763800",39671
"cg15315157",39672
"cg19827716",39673
"cg01017839",39701
"cg15742412",39704
"cg24106020",39705
"cg06869292",39788
"cg23200336",39842
"cg04017672",39864
"cg15114328",39865
"cg16824301",39913
"cg03982831",39961
"cg01886647",39965
"cg27583088",39983
"cg24146518",40082
"cg21378578",40083
"cg08244866",40142
"cg22139852",40192
"cg01850505",40221
"cg25639997",40226
"cg22841357",40232
"cg06915310",40243
"cg06379531",40280
"cg21678760",40281
"cg22487794",40333
"cg19379521",40374
"cg21946987",40404
"cg19187012",40411
"cg13100449",40429
"cg10736902",40430
"cg21633567",40452
"cg24325991",40453
"cg10079307",40574
"cg18390472",40580
"cg15842216",40581
"cg08970825",40653
"cg19155599",40688
"cg10180406",40689
"cg11682265",40744
"cg05777089",40855
"cg12037100",40857
"cg10951619",40858
"cg15050627",40859
"cg13342668",40860
"cg12109738",40998
"cg03415532",41027
"cg18999636",41048
"cg27522733",41059
"cg00379415",41146
"cg00564737",41175
"cg02736602",41274
"cg03763769",41275
"cg22341908",41280
"cg27211582",41298
"cg10267837",41299
"cg12578211",41302
"cg14653136",41303
"cg00783748",41305
"cg01445052",41306
"cg06661450",41309
"cg09076431",41310
"cg22443762",41312
"cg14428237",41337
"cg03066299",41385
"cg10768932",41396
"cg22073152",41410
"cg21517258",41473
"cg13716200",41536
"cg10704086",41564
"cg15198094",41580
"cg15062377",41581
"cg01941755",41582
"cg02779944",41583
"cg19713947",41584
"cg04605987",41586
"cg17804356",41588
"cg18203366",41589
"cg26965801",41613
"cg00783433",41614
"cg09486548",41674
"cg22888029",41692
"cg24412469",41693
"cg21146967",41694
"cg21870884",41736
"cg15892784",41737
"cg14989907",41799
"cg26838949",41802
"cg24731111",41817
"cg23594461",41856
"cg09554300",41876
"cg04209825",41885
"cg00583535",41902
"cg00165631",41903
"cg24092853",41914
"cg21422700",41930
"cg16253788",41995
"cg26539023",42021
"cg05888850",42048
"cg00962755",42061
"cg04772818",42086
"cg21577233",42113
"cg11712835",42114
"cg17753974",42163
"cg02168685",42197
"cg01532404",42246
"cg15555463",42257
"cg05582926",42266
"cg22572173",42267
"cg00410788",42268
"cg04833017",42318
"cg23506842",42431
"cg01520554",42435
"cg09030189",42447
"cg26475818",42466
"cg18791099",42510
"cg12016107",42516
"cg13382288",42574
"cg25557285",42581
"cg23959605",42592
"cg13993945",42614
"cg16510983",42664
"cg02169621",42668
"cg13705784",42669
"cg18275051",42679
"cg03058725",42680
"cg03962083",42681
"cg06910896",42686
"cg14873633",42771
"cg24141663",42775
"cg07232945",42780
"cg27480064",42784
"cg20142535",42785
"cg25482438",42829
"cg24472477",42841
"cg08852638",42842
"cg20888394",42873
"cg09739869",42879
"cg22372709",42898
"cg23172671",42979
"cg09108686",43019
"cg21397588",43021
"cg25555305",43033
"cg11664375",43066
"cg00272709",43074
"cg07142667",43148
"cg18093218",43166
"cg00165862",43260
"cg07011373",43261
"cg20867633",43262
"cg12210036",43264
"cg19771173",43325
"cg24864241",43340
"cg23094674",43341
"cg26895569",43342
"cg21581873",43343
"cg22627800",43344
"cg15097530",43428
"cg14724853",43430
"cg11529755",43478
"cg02438943",43495
"cg09803930",43504
"cg06853424",43527
"cg22571530",43535
"cg19943370",43577
"cg12269394",43640
"cg07390616",43641
"cg03732545",43642
"cg17860158",43643
"cg03936955",43660
"cg20414749",43700
"cg06912830",43705
"cg02673880",43706
"cg13173164",43734
"cg02988811",43754
"cg27318474",43773
"cg19593949",43785
"cg10567964",43786
"cg12132731",43787
"cg17928286",43825
"cg26878154",43839
"cg01841797",43840
"cg01966390",43841
"cg14392798",43844
"cg01225317",43860
"cg11244076",43885
"cg20421076",43893
"cg03220945",43905
"cg15108984",43919
"cg04293265",43923
"cg12638776",43946
"cg00305188",43968
"cg26846380",43972
"cg03046812",44018
"cg01654312",44019
"cg18992688",44085
"cg10818339",44086
"cg24585334",44100
"cg03638567",44111
"cg14130062",44117
"cg16192320",44189
"cg07380021",44213
"cg16292333",44259
"cg03958426",44260
"cg10978799",44294
"cg25853486",44368
"cg22511455",44369
"cg09763644",44372
"cg17858100",44436
"cg02233614",44447
"cg06703104",44488
"cg09281684",44540
"cg06531007",44541
"cg11195082",44554
"cg11509345",44570
"cg21868031",44577
"cg06852461",44582
"cg05652609",44610
"cg15646741",44621
"cg21749436",44622
"cg21924403",44641
"cg26266618",44653
"cg16045271",44751
"cg11804335",44939
"cg26050864",44993
"cg18390816",45021
"cg26758551",45022
"cg11705496",45037
"cg22029157",45060
"cg21951975",45061
"cg09163369",45069
"cg13167753",45094
"cg04282788",45111
"cg21853067",45116
"cg03882324",45123
"cg27185504",45136
"cg00097452",45219
"cg21623161",45220
"cg09084829",45221
"cg21092462",45222
"cg05999571",45241
"cg00567190",45270
"cg00658007",45300
"cg03763950",45334
"cg20961435",45344
"cg00522561",45351
"cg04792270",45387
"cg05146057",45415
"cg09980803",45424
"cg13187936",45448
"cg12947311",45461
"cg07589342",45499
"cg02155448",45509
"cg19903196",45519
"cg23909343",45525
"cg03392565",45526
"cg07209871",45573
"cg09831906",45586
"cg00019759",45600
"cg15722293",45658
"cg03739354",45667
"cg10611508",45676
"cg17853850",45747
"cg17042892",45769
"cg04795350",45770
"cg16242653",45870
"cg00132255",45871
"cg02919116",45873
"cg25742246",45875
"cg24244374",45876
"cg22269543",45879
"cg14810798",45880
"cg05052969",45881
"cg00795024",45882
"cg00949753",45883
"cg07896717",45884
"cg23971069",45886
"cg10288510",45887
"cg00527489",45931
"cg10369206",45947
"cg06623333",46005
"cg14228897",46008
"cg05794695",46047
"cg05160563",46164
"cg12834479",46201
"cg10262037",46236
"cg10492559",46237
"cg26531716",46238
"cg10977770",46287
"cg04236178",46288
"cg00255368",46289
"cg13321105",46290
"cg00983697",46291
"cg11743528",46365
"cg10884975",46372
"cg16015207",46425
"cg15809967",46559
"cg26685195",46599
"cg14848594",46600
"cg12887220",46628
"cg24256991",46636
"cg00245050",46703
"cg21852292",46729
"cg08119231",46741
"cg19030620",46742
"cg08633545",46743
"cg07185695",46756
"cg16910124",46760
"cg26018382",46768
"cg15469321",46779
"cg22616255",46780
"cg12827760",46781
"cg24604749",46785
"cg20454002",46786
"cg22698272",46788
"cg21395577",46807
"cg26530319",46808
"cg08923271",46813
"cg24658517",46814
"cg26398921",46816
"cg25212493",46819
"cg05564182",46846
"cg03349435",46861
"cg16306651",46948
"cg23362853",46955
"cg09869389",46962
"cg00028184",47050
"cg03602898",47176
"cg24147579",47215
"cg13148524",47219
"cg10856813",47247
"cg26221105",47344
"cg12316766",47387
"cg14527214",47417
"cg10502231",47430
"cg15332162",47438
"cg27400055",47439
"cg17864958",47440
"cg01122889",47483
"cg00024720",47508
"cg09558034",47522
"cg17340519",47523
"cg05785805",47524
"cg26874473",47578
"cg02825765",47597
"cg27337724",47613
"cg14207589",47669
"cg14607813",47708
"cg25983849",47753
"cg25648622",47754
"cg17950169",47767
"cg16512458",47769
"cg21710324",47770
"cg25629409",47785
"cg20986832",47813
"cg00502077",47821
"cg03836394",47835
"cg06965961",47843
"cg04233686",47844
"cg11239823",47856
"cg17748520",47857
"cg15260921",47866
"cg11678610",47868
"cg02360862",47902
"cg17985912",47917
"cg10778994",47918
"cg17127702",47950
"cg08769464",47954
"cg20051117",47955
"cg21339969",47981
"cg24996883",48005
"cg09076339",48018
"cg00860090",48020
"cg04102510",48037
"cg22444124",48048
"cg04086328",48055
"cg14711690",48078
"cg09625214",48092
"cg20484086",48102
"cg13870041",48103
"cg23885325",48107
"cg00479101",48108
"cg26656022",48109
"cg05894797",48110
"cg25030644",48212
"cg05053440",48261
"cg08251131",48275
"cg26376769",48281
"cg00355633",48284
"cg05317063",48329
"cg01428095",48379
"cg11647690",48380
"cg23231462",48381
"cg10264662",48391
"cg09369927",48395
"cg13864473",48396
"cg27239612",48397
"cg05786840",48398
"cg18642177",48399
"cg11298786",48400
"cg17318529",48401
"cg13226669",48403
"cg23633010",48413
"cg23663760",48427
"cg04078980",48452
"cg10126460",48476
"cg22681074",48503
"cg12461930",48504
"cg04193160",48554
"cg06786773",48677
"cg00146645",48733
"cg17515024",48734
"cg08639523",48735
"cg07022056",48737
"cg15261221",48739
"cg03569277",48746
"cg17986684",48758
"cg19861957",48764
"cg01525538",48787
"cg11431126",48802
"cg21503377",48803
"cg26677254",48804
"cg10624538",48824
"cg25573077",48863
"cg19286755",48923
"cg00628451",48929
"cg12964792",48939
"cg24624353",48940
"cg20798574",48994
"cg02970384",49021
"cg11668749",49022
"cg13547644",49026
"cg23597629",49027
"cg00064261",49028
"cg07777790",49029
"cg20025656",49030
"cg18313106",49065
"cg07136715",49097
"cg03883405",49133
"cg23735745",49180
"cg13127214",49211
"cg12723251",49265
"cg00683017",49277
"cg05205984",49364
"cg06785325",49483
"cg20020452",49518
"cg26614229",49540
"cg23187869",49547
"cg09513835",49554
"cg07686953",49558
"cg10154243",49564
"cg04515533",49569
"cg21159068",49570
"cg16368763",49571
"cg03538430",49572
"cg10504365",49573
"cg17102963",49575
"cg10222947",49639
"cg24642679",49649
"cg07040244",49666
"cg25106148",49687
"cg15143140",49697
"cg21017352",49793
"cg17163425",49912
"cg16013727",49916
"cg13058623",49963
"cg00980058",50021
"cg10576245",50023
"cg15897845",50024
"cg16715194",50057
"cg01402634",50058
